Wops(A),Pops(A),Wera(D),Pera(D),winsW
.753,.749,4.76,4.13,0
.755,.742,4.69,4.15,1
.755,.746,4.71,4.13,0
.790,.773,4.47,2.90,0
.788,.777,4.53,2.91,0
.780,.768,4.38,2.87,1
