Wops(A),Pops(A),Wera(D),Pera(D),winsW
.708,.716,5.37,4.08,1
.707,.720,5.35,4.06,0
.703,.723,5.37,4.01,0
.708,.812,3.56,3.59,1
.710,.812,3.55,3.60,1
.712,.810,3.53,3.58,1
