Wops(A),Pops(A),Wera(D),Pera(D),winsW
.716,.701,3.90,2.94,1
.711,.700,3.87,2.90,0
.708,.700,3.89,2.90,0
.771,.741,4.09,4.21,0
.771,.738,4.05,4.22,1
.638,.614,2.68,5.48,1
.640,.603,2.61,5.51,1
.636,.595,2.50,5.30,1
.687,.630,3.20,4.70,1
.683,.637,3.28,4.62,0
.689,.641,3.29,4.68,1
