Wops(A),Pops(A),Wera(D),Pera(D),winsW
.722,.634,3.75,4.15,1
.740,.633,3.74,4.35,1
.739,.634,3.73,4.32,1
.736,.633,3.71,4.27,0
.702,.733,5.06,3.38,0
.670,.714,4.83,3.94,0
.668,.711,4.82,3.91,0
.670,.714,4.92,3.83,0
.768,.798,4.24,5.76,1
.778,.790,4.23,5.70,1
.795,.790,4.22,6.10,1
