Wops(A),Pops(A),Wera(D),Pera(D),winsW
.783,.732,3.71,2.90,1
.784,.737,3.68,2.92,1
.778,.742,3.65,2.87,0
.688,.737,4.48,3.71,1
.687,.736,4.47,3.71,1
.686,.734,4.46,3.69,0
.731,.740,5.90,3.63,0
.737,.743,5.84,3.72,1
