Wops(A),Pops(A),Wera(D),Pera(D),winsW
.714,.615,4.11,3.15,0
.724,.645,4.22,3.58,1
.686,.647,4.40,3.25,0
.760,.769,3.72,4.38,0
.760,.768,3.72,4.36,0
