Wops(A),Pops(A),Wera(D),Pera(D),winsW
.706,.748,5.32,3.96,1
.706,.746,5.34,3.96,0
.718,.749,4.97,4.34,1
.716,.749,4.97,4.33,0
.704,.782,3.62,4.82,0
.702,.778,3.59,4.80,0
.710,.776,3.58,4.89,1
