Wops(A),Pops(A),Wera(D),Pera(D),winsW
.711,.735,4.02,3.93,1
.710,.733,4.01,3.90,0
.710,.731,3.98,3.90,1
.708,.667,5.11,4.76,1
.708,.666,5.09,4.77,1
.706,.668,5.12,4.74,0
