Wops(A),Pops(A),Wera(D),Pera(D),winsW
.756,.728,4.43,4.08,0
.756,.728,4.42,4.10,1
.756,.728,4.41,4.10,1
.766,.770,4.91,4.64,0
.764,.770,4.89,4.62,0
.762,.767,4.85,4.59,1
