Wops(A),Pops(A),Wera(D),Pera(D),winsW
.700,.697,3.59,3.55,0
.705,.701,3.57,3.58,1
.732,.738,3.52,3.73,0
.732,.736,3.49,3.72,1
.743,.731,2.42,4.48,1
.740,.726,2.39,4.46,1
.760,.707,3.02,3.96,1
.760,.705,3.00,3.95,1
.719,.700,4.19,5.05,1
.729,.708,4.27,5.07,0
.732,.697,4.09,5.10,1
