Wops(A),Pops(A),Wera(D),Pera(D),winsW
.702,.730,4.51,4.20,0
.700,.736,4.61,4.17,0
.697,.734,4.59,4.14,0
.745,.761,4.58,3.51,0
.745,.762,4.59,3.52,0
.746,.760,4.57,3.55,1
