Wops(A),Pops(A),Wera(D),Pera(D),winsW
.738,.706,3.70,4.26,0
.736,.703,3.65,4.22,1
.736,.704,3.66,4.20,0
.618,.791,3.35,3.86,0
.620,.793,3.45,3.86,0
.617,.799,3.65,3.90,0
