Wops(A),Pops(A),Wera(D),Pera(D),winsW
.690,.746,5.64,3.27,0
.682,.744,5.58,3.19,0
.682,.744,5.57,3.21,0
.744,.749,4.23,5.13,0
.742,.748,4.23,5.12,0
.744,.750,4.23,5.16,1
