Wops(A),Pops(A),Wera(D),Pera(D),winsW
.646,.720,4.36,4.05,1
.648,.720,4.37,4.05,0
.649,.717,4.32,4.02,1
.795,.707,4.27,4.86,1
.796,.707,4.26,4.91,1
.796,.706,4.25,4.91,1
