Wops(A),Pops(A),Wera(D),Pera(D),winsW
.633,.576,3.00,3.38,1
.477,.569,2.50,1.59,0
.730,.715,3.95,3.17,0
.729,.716,3.95,3.17,0
.711,.764,4.94,4.44,1
.708,.765,4.94,4.41,0
.706,.768,4.98,4.40,0
