Wops(A),Pops(A),Wera(D),Pera(D),winsW
.690,.677,3.57,3.61,1
.690,.692,3.71,3.67,0
.715,.723,3.49,4.37,1
.712,.722,3.49,4.33,0
.792,.756,3.37,2.89,1
.787,.761,3.47,2.85,0
.808,.758,3.40,3.66,1
.807,.758,3.42,3.66,0
