Wops(A),Pops(A),Wera(D),Pera(D),winsW
.798,.702,4.47,3.39,0
.797,.699,4.43,3.39,1
.797,.702,4.39,3.40,1
.718,.818,5.77,3.40,0
.719,.816,5.75,3.42,1
.718,.814,5.72,3.41,0
