Wops(A),Pops(A),Wera(D),Pera(D),winsW
.673,.696,3.22,3.59,1
.673,.697,3.24,3.59,0
.672,.698,3.25,3.59,0
.696,.702,4.31,3.60,1
.695,.703,4.29,3.56,0
.690,.706,4.35,3.52,0
.803,.754,4.84,3.61,0
.808,.749,4.77,3.64,1
.806,.754,4.83,3.67,0
